sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;price
16753170;mp3_players;mp3_players,audio_video_sales,philips;;;;;"<b>Superior sound experience</b>\n\nSleek design and modern finish\n\nSmall, durable and fun, the GoGear Raga MP3 player with FullSound brings all your\nfavorite music to life. Plus, Philips Songbird ensures easy music synchronization and\nlimitless entertainment.\n\nSuperb quality sound\n\n- Fullsound to bring your MP3 music to life\n\nComplements your life\n\n- Soft and smooth finish for easy comfort and handling\n- Full color display for intuitive and enjoyable navigation\n- Up to 22-hour music playback\n\nEasy and intuitive\n\n- Philips Songbird: one simple program to discover, play, sync\n- LikeMusic for playlists of songs that sound great together\n- Fast charge for 90-minute playback in just 5 minutes\n- Folder view to organize and view media files like on your PC";"2GB NAND, LCD (128 x 64), RMS 4.8mW, 20 - 18000Hz, S/N 84dB, USB, Headphone 3.5 mm";"Der kleine und robuste GoGear Raga MP3-Player mit FullSound erweckt Ihre Lieblingsmusik zum Leben. Philips Songbird garantiert zudem eine einfache Synchronisierung von Musik und grenzenloses Entertainment.";"Hervorragendes Sounderlebnis Elegantes Design und moderner Look";"Philips SA3RGA02B";2012-12-17;
16753200;mp3_players;mp3_players,audio_video_sales,philips;;;;;"Philips PMC7230. Display diagonal: 3.5. Package dimensions (WxDxH): 95 x 22 x 107";"Philips PMC7230, 3.5, 95 x 22 x 107";;;"Philips PMC7230";2012-12-17;
1684079;mp3_players;mp3_players,audio_video_sales,philips;;;"<b>La musique numérique à tout moment\nProfitez d'un son MP3 et WMA exceptionnel</b>\n\nProfitez de 27 heures* de musique MP3 et WMA de qualité grâce au baladeur numérique Philips GoGear SA1922. Recherchez facilement vos chansons préférées par album ou artiste.\n\nExpérience musicale simple et intuitive\n- Pour un son optimal adapté à votre style musical\n- Recherchez vos titres préférés par artiste ou par nom d'album\n- Écran noir et blanc haute lisibilité 3 lignes\n\nEmportez votre musique et vos données dans tous vos déplacements\n- Lecture MP3 et WMA\n- Enregistrements vocaux\n- Stockage de données plug-and-play\n- Téléchargements rapides depuis votre PC via un port USB 2.0*\n\nPrêt à porter, prêt à emporter\n- Compact et portable pour une portabilité extrême\n- Jusqu'à 27 heures de musique";"Baladeur audio à mémoire flash 2 GB";"<b>Digital music – anytime</b>\nenjoy great MP3 and WMA sound\n\nEnjoy 27 hours of great MP3 and WMA music with the Philips GoGear digital audio player SA1922. Easily search for your favourite songs by album or artist.\n\n<b>Easy, intuitive music experience</b>\n- Equalizer for optimised sound to suit your music style\n- Find your favourite music by song artist or album name\n- Easy-to-read 3-line black and white display\n\n<b>Your music, your data - on the go, every day</b>\n- Enjoy MP3 and WMA playback\n- Make voice recordings\n- Plug and play data storage\n- Fast downloads from your PC via USB 2.0\n\n<b>Ready to wear, ready to go</b>\n- Small and wearable for ultimate portability\n- Up to 27-hour music playback";"GoGear Flash Audio Player 2GB";"<b>Digitalmusik – jederzeit</b>\nGenießen Sie hervorragenden MP3- und WMA-Sound\n\nGenießen Sie 27 Stunden hervorragenden MP3- und WMA-Sound mit dem digitalen Philips GoGear-Audio-Player SA1922. Einfache Titelsuche nach Interpret oder Album.\n\n<b>Unkompliziertes, intuitives Musikerlebnis</b>\n- Equalizer für optimierten Sound in jeder Musikrichtung\n- Suchen Sie Ihre Lieblingsmusik nach Interpret oder Album\n- Leicht ablesbares 3-zeiliges monochromes LCD-Display\n\n<b>Ihre Musik, Ihre Daten – jederzeit, überall</b>\n- MP3- und WMA-Wiedergabe\n- Erstellen Sie Sprachaufzeichnungen.\n- Plug & Play-Datenspeicherung\n- Schnelles Herunterladen vom PC über USB 2.0\n\n<b>Sofort tragbar, sofort startklar</b>\n- Klein und leicht tragbar für ultimative Tragbarkeit\n- Bis zu 27 Stunden Musikwiedergabe";"GoGear Audio-Player 2GB";"Philips GoGear Flash Audio Player 2GB";2008-08-24;"355.82 EUR,953.51 USD"
1691975;mp3_players;mp3_players,audio_video_sales,sony;;;;;"- Ultra bright 2.0” QVGA LCD screen displays razor sharp video, photos and album art in portrait or widescreen format.\n- 30 frames per second video playback for outstanding clarity from even fast moving images.\n- Easily drag and drop content directly from Windows Media Player and iTunes (excludes iTunes-DRM).\n- Listen for longer with an incredible battery life of up to 45 hours.\n- Supports most popular video and audio file formats, including mp3, AAC, WMA (DRM), AVC, MPEG-4 and JPEG.\n- 4GB storage holds up to 925 (at 128kbps) musics tracks or 15 hours video (at 384kbps).\n- Wafer thin and so lightweight you’ll barely notice you’re carrying it.\n- Easy to use menus with short cut icons like your mobile phone.\n- 5 band equaliser (4 presets and 2 custom settings) brings out the best sound mix for your music.\n- FM radio for even more listening choice.\n- Express yourself with a choice of colours and matching headphones.";"NWZ-E436F - 4 GB, FM radio";"- Das ultrahelle 2,0""-QVGA-LC-Display gibt Videos, Fotos und Album Art im Hoch- oder Querformat in gestochen scharfer Qualität wieder.\n- Mit 30 Bildern pro Sekunde erleben Sie selbst schnelle Bildfolgen in bestechender Qualität.\n- Einfaches Übertragen von Inhalten direkt von Windows Media Player und iTunes (ausgenommen iTunes DRM) per Drag & Drop.\n- Längere Wiedergabezeit dank einer unglaublichen Akkubetriebsdauer von bis zu 45 Stunden.\n- Unterstützt die gängigsten Video- und Audiodateiformate, einschließlich mp3, AAC, WMA (DRM), AVC, MPEG-4 und JPEG.\n- Speicherkapazität von 4 GB für bis zu 925 Musiktitel (mit 128 Kbit/s) oder 15 Stunden Videowiedergabe (mit 384 Kbit/s).\n- Hauchdünn und so leicht, dass Sie sein Gewicht kaum spüren.\n- Bedienfreundliche Menüs mit Verknüpfungssymbolen wie bei Ihrem Mobiltelefon.\n- 5-Band-Equalizer (4 Senderspeicher und 2 benutzerdefinierte Einstellungen) für den optimalen Sound-Mix.\n- UKW-Radio für noch mehr Auswahl beim Musikhören.\n- In verschiedenen Farben und mit passenden Kopfhörern erhältlich.";"NWZ-E436F - 4 GB, FM radio";"Sony NWZ-E436F";2008-09-05;"151.19 USD"
1712632;mp3_players;mp3_players,audio_video_sales,sony;;;;;"- Pre-loaded with 8 music videos including tracks from the Ting Tings, Sandi Thom and Chris Brown.\n- 4 Clear Audio technologies work together to create a pure sound true to the original source.\n- Dynamic Normaliser balances the volume level between songs to keep sound even.\n- Ultra bright 2.0” QVGA LCD screen displays razor sharp videos, photos and album art in portrait or widescreen format.\n- SensMe technology organises your music into different moods at the touch of a button.\n- Supports most popular video and audio file formats, including mp3, AAC, WMA (DRM), AVC, MPEG-4 and JPEG.\n- Easily drag and drop content directly from Windows Media Player and iTunes (excludes iTunes-DRM).\n- Listen for longer with an incredible battery life of up to 40 hours.\n- Use Windows Media Player 11, Windows Explored or iTunes to transfer your content and Podcasts by drag and drop.\n- 16GB storage holds up to 3,850 tracks (128kbps mp3) or over 60 hours video playback (at 384kbps).\n- The thinnest WALKMAN ever and so lightweight you’ll barely notice you’re carrying it.\n- Make it your own with a choice of different themes and even set your own picture as a background.\n- FM radio for even more listening choice.\n- 5 band equaliser (4 presets and 2 custom settings) brings out the best sound mix for your music.\n- Easy to use menus with short cut icons like your mobile phone.";"NWZ-S639F - 16 GB, FM radio";;;"Sony NWZ-S639F";2008-09-12;"702.11 EUR,378.64 USD"
1712634;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-E438F. Player media type: flash-media. Display: LCD, Display resolution: 240 x 320. Audio formats supported: AAC, MP3, WMA, Video formats supported: MP4, MPEG4. Depth: 8.5, Height: 83.9. Connectivity technology: Wired";"Sony NWZ-E438F, flash-media, LCD, 240 x 320, AAC, MP3, WMA, MP4, MPEG4, 8.5";;;"Sony NWZ-E438F";2008-09-12;"717.45 EUR,359.75 USD"
1712638;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-E435F. Player media type: flash-media. Display: LCD, Display resolution: 240 x 320. Audio formats supported: AAC, MP3, WMA, Video formats supported: MP4, MPEG4. Depth: 8.5, Height: 83.9. Connectivity technology: Wired";"Sony NWZ-E435F, flash-media, LCD, 240 x 320, AAC, MP3, WMA, MP4, MPEG4, 8.5";;;"Sony NWZ-E435F";2008-09-12;"969.34 EUR,793.65 USD"
1712639;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-E435F. Player media type: flash-media. Display: LCD, Display resolution: 240 x 320. Audio formats supported: AAC, MP3, WMA, Video formats supported: MP4, MPEG4. Depth: 8.5, Height: 83.9. Connectivity technology: Wired";"Sony NWZ-E435F, flash-media, LCD, 240 x 320, AAC, MP3, WMA, MP4, MPEG4, 8.5";;;"Sony NWZ-E435F";2008-09-12;"502.1 EUR,997.75 USD"
1715879;mp3_players;mp3_players,audio_video_sales,philips;;;"<b>La musique numérique à tout moment\nProfitez d'un son MP3 et WMA exceptionnel</b>\n\nProfitez de 27 heures* de musique MP3 et WMA de qualité grâce au baladeur numérique Philips GoGear SA1942. Recherchez facilement vos chansons préférées par album ou artiste.\n\nExpérience musicale simple et intuitive\n- Pour un son optimal adapté à votre style musical\n- Recherchez vos titres préférés par artiste ou par nom d'album\n- Écran noir et blanc haute lisibilité 3 lignes\n\nEmportez votre musique et vos données dans tous vos déplacements\n- Lecture MP3 et WMA\n- Enregistrements vocaux\n- Stockage de données plug-and-play\n- Téléchargements rapides depuis votre PC via un port USB 2.0*\n\nPrêt à porter, prêt à emporter\n- Compact et portable pour une portabilité extrême\n- Jusqu'à 27 heures de musique";"Baladeur audio à mémoire flash 4 GB";"<b>Digital music – anytime</b>\nenjoy great MP3 and WMA sound\n\nEnjoy 27 hours of great MP3 and WMA music with the Philips GoGear digital audio player SA1942. Easily search for your favourite songs by album or artist.\n\n<b>Easy, intuitive music experience</b>\n- Equalizer for optimised sound to suit your music style\n- Find your favourite music by song artist or album name\n- Easy-to-read 3-line black and white display\n\n<b>Your music, your data - on the go, every day</b>\n- Enjoy MP3 and WMA playback\n- Make voice recordings\n- Plug and play data storage\n- Fast downloads from your PC via USB 2.0\n\n<b>Ready to wear, ready to go</b>\n- Small and wearable for ultimate portability\n- Up to 27-hour music playback";"GoGear Flash Audio Player 4GB";"<b>Digitalmusik – jederzeit</b>\nGenießen Sie hervorragenden MP3- und WMA-Sound\n\nGenießen Sie 27 Stunden hervorragenden MP3- und WMA-Sound mit dem digitalen Philips GoGear-Audio-Player SA1942. Einfache Titelsuche nach Interpret oder Album.\n\n<b>Unkompliziertes, intuitives Musikerlebnis</b>\n- Equalizer für optimierten Sound in jeder Musikrichtung\n- Suchen Sie Ihre Lieblingsmusik nach Interpret oder Album\n- Leicht ablesbares 3-zeiliges monochromes LCD-Display\n\n<b>Ihre Musik, Ihre Daten – jederzeit, überall</b>\n- MP3- und WMA-Wiedergabe\n- Erstellen Sie Sprachaufzeichnungen.\n- Plug & Play-Datenspeicherung\n- Schnelles Herunterladen vom PC über USB 2.0\n\n<b>Sofort tragbar, sofort startklar</b>\n- Klein und leicht tragbar für ultimative Tragbarkeit\n- Bis zu 27 Stunden Musikwiedergabe";"GoGear Audio-Player 4GB";"Philips GoGear Flash Audio Player 4GB";2008-09-17;"211.23 EUR,61.53 USD"
17378627;mp3_players;mp3_players,audio_video_sales,philips;;;;;"<b>Color your world with superb sound</b>\n\n<b>Small, fun and colorful</b>\n\nSmall and fun, the GoGEAR Raga MP3 player with FullSound brings your favorites to life.\nPhilips Songbird ensures endless music discovery and easy synchronization, while FastCharge offers quick charging.\n\n<b>Superb quality sound</b>\n\nFullsoundTM to bring your MP3 music to life\n\n<b>Complements your life</b>\n\n- Soft and smooth finish for easy comfort and handling\n- Full color display for intuitive and enjoyable navigation\n- Enjoy up to 15-hour music playback\n-\n<b>Easy and intuitive</b>\n\n- Philips Songbird: one simple program to discover, play, sync\n- LikeMusic for playlists of songs that sound great together\n- Quick 6-minute charge for 60 minutes of play\n- Folder view to organize and view media files like on your PC\n\n<b>FullSoundTM</b>\n\nPhilips' innovative FullSound technology faithfully restores sonic details to compressed MP3 music, dramatically enriching and enhancing it, so you can experience CD music without any distortion. Based on an audio post-processing algorithm, FullSound combines Philips' renowned expertise in music reproduction with the power of the latest generation Digital Signal Processor (DSP). The result is fuller bass with more depth and impact, boosted voice and instrument clarity, and rich detail. Rediscover your compressed MP3 music in true-to-life sound that will touch your soul and move your feet.\n\n<b>Philips Songbird</b>\n\nOne simple, easy-to-use program that comes with your GoGear player, Philips Songbird lets you discover and play all your media, and sync it seamlessly with your Philips GoGear. Its intuitive and powerful music management features let you discover new artists and music styles directly in the program through music and media stores, services and websites. Play your own library and media from the internet and seamlessly sync all of it from your PC to your Philips GoGear.\n\n<b>Fast charging (60 mins)</b>\n\nSometimes, you just need your GoGEAR player to take you from home to office and back again or for a short run – but you forgot to charge it last night. Say goodbye to frustration and boring, silent journeys with Fast Charge. Philips’ smart and convenient solution lets you plug your GoGEAR to your PC or USB charger for just 6 minutes and in return, you get a whopping 60 minutes of audio playback! Fast Charge works by relying on much higher current levels to give your lithium-ion battery\nthe power it needs to tide you over in a jiffy ... and keep the music going.\n\n<b>Soft and smooth finish</b>\n\nSoft and smooth finish for easy comfort and handling\n\n<b>Full color display</b>\n\nFull color display for intuitive and enjoyable navigation\n\n<b>Up to 15-hour music playback</b>\n\n<b>LikeMusic</b>\n\nLikeMusic lets you experience more of the music that you like most – with just a click! No need to sort through your music library or wait for serendipity to strike. LikeMusic is a Philips patented algorithm that analyzes songs in your library to identify similar music characteristics. These characteristics help LikeMusic create smart playlists of songs that simply sound great together. Just click on a song that you like and hit the LikeMusic icon – a playlist will instantly appear. Give it a name and enjoy your new playlist – or rediscover songs – on your PC or your GoGear player.\n\n<b>Folder view</b>\n\nFolder view is an optional directory view of the GoGear player that lets you view all the files on your player as if it were a computer. Once you select Folder view, opening any supported file (i.e. music, mpictures or videos) is as easy as selecting the file and hitting Play.";"SA4RGA02VN/97 - 2GB, MP3, USB 2.0, 2.794 cm (1.1 "") ";;;"Philips SA4RGA02VN/97 MP3 player & recorder";2013-01-14;"131.51 EUR,991.22 USD"
17406434;mp3_players;mp3_players,audio_video_sales,sony;;;;;"<b>Super slim with pure Walkman® sound and long battery life</b>\n\n8GB, 5.1cm/2"" LCD, Clear Audio, up to 36 hrs battery life, Music Unlimited, games\n\n- Enjoy rich Walkman® sound with powerful bass\n- Listen for longer with up to 36 hr battery life\n- Easy transfers with Windows® Explorer or iTunes\n\n<b>Great Walkman® sound to enjoy any time</b>\nImmerse yourself in all the richness and detail of Walkman® sound by Sony. Easily fill Walkman® with drag-and-drop content transfers. Play fun, challenging games while you listen. Keep listening on lengthy journeys with generous battery life.\n\n<b>Quality sound by Sony</b>\nExperience pure, rich Walkman® sound with powerful bass. Clear Audio technologies by Sony reveal all the dynamics and detail from your music collection, even with heavily compressed digital files.\n\n<b>Easy transfers</b>\nFill your Walkman® with drag-and-drop transfer of songs, photos, videos, podcasts and playlists (non-DRM content only) from Windows® Explorer or iTunes.\n\n<b>Listen for longer</b>\nKeep on listening with generous battery life. Enjoy up to 36 hours music playback from a single charge - enough to keep you going on the longest journeys.";"8GB, 5.08 cm (2 "") LCD, 320 x 240, USB 2.0, MP3/WMA, MPEG4, FM Tuner, 51g, Black";;;"Sony Walkman NWZ-E474";2013-01-18;"84.2 USD"
1741968;mp3_players;mp3_players,audio_video_sales,philips;;;"Emportez votre musique avec vous. La fonction USB direct intégrée vous permet de télécharger de la musique rapidement et facilement. Recherchez rapidement vos chansons préférées par album ou artiste. Mettez votre style en valeur avec sa lumière douce.";"Écoutez votre musique numérique en vous déplaçant avec effet fluorescent tendance";"<b>Your digital music on the move with cool fluorescent glow effect</b>\nTake your music with you. Integrated USB Direct makes downloading music fast and easy. Quickly search for your favourite songs by album or artist. Show off your style with soft glow.\n\n<b>Your music, your data - on the go, every day</b>\n-Enjoy MP3 and WMA (DRM) playback.\n-Make voice recordings.\n-Fast downloads from your PC via USB 2.0*.\n-Plug and play data storage.\n\n<b>Ready to wear, Ready to go</b>\n-Enjoy up to 15 hours music playback.\n-Small and wearable - goes where you go.\n\n<b>Easy, intuitive music experience</b>\n-Easy-to-read 4-line black and white display.\n-Direct USB – no cables needed.\n-Find your favourite music by song artist or album name.\n-Equalizer for optimised sound to suit your music style.";"SA4310/02, 1GB GoGear Flash audio player";"Nehmen Sie Ihre Musik einfach mit! Problemloser Musikdownload durch USB Direct. Schnelle Titelsuche nach Interpret oder Album. Leuchteffekte geben extra Style.";"Ihre digitale Musik für unterwegs mit coolem fluoreszierendem Leuchteffekt";"Philips SA4310/02, 1GB GoGear Flash audio player";2008-10-06;"395.34 EUR,980.48 USD"
17496431;mp3_players;mp3_players,audio_video_sales,philips;;;;;"Small and fun, the GoGEAR Raga MP3 player with FullSound brings your favorites to life. Philips Songbird ensures endless music discovery and easy synchronization, while FastCharge offers quick charging.";"Color your world with superb sound Small, fun and colorful";;;"Philips SA4RGA04KNS RaGa 4GB* MP3 player";2013-01-24;"373.98 EUR,61.73 USD"
17496440;mp3_players;mp3_players,audio_video_sales,philips;;;;"2GB, 80Hz-18kHz, RMS 5mW, LI-Polymer 110mAh, USB, Noir";"<b>Music becomes more fun</b>\nJive to the small and colorful GoGEAR SoundClip MP3 player. It comes with a built-in clip for attachment to clothes. Enjoys FastCharge for quick charging and up to 8-hour music playback\n\n<b>Superb quality sound</b>\n- FullsoundTM to bring your MP3 music to life\n<b>Complements your life</b>\n- Built-in clip for convenient and hands-free use\n- Enjoy up to 8-hour music playback\n<b>Easy and intuitive</b>\n- Philips Songbird: one simple program to discover, play, sync\n- Quick 5-minute charge for 60 minutes of play";"2GB, 80Hz-18kHz, RMS 5mW, LI-Polymer 110mAh, USB, Black";;"2GB, 80Hz-18kHz, RMS 5mW, LI-Polymer 110mAh, USB, Schwarz";"Philips SA4CLP02KN";2013-01-24;"44.15 EUR,937.24 USD"
17496456;mp3_players;mp3_players,audio_video_sales,philips;;;;;"The compact Philips GoGear Mix MP3 Player with direct USB makes file transfer a snap - no cables required. Enjoy easy, intuitive navigation on the full color display and up to 13-hour music playback with its embedded battery.";"Enjoy your music on the go Full color display for easy navigation";;;"Philips SA3MXX08W Mix 8GB* MP3 player";2013-01-24;"317.84 EUR,240.38 USD"
17496479;mp3_players;mp3_players,audio_video_sales,philips;;;;;"Jive to the small and colorful GoGEAR SoundClip MP3 player. It comes with a built-in clip for attachment to clothes. Enjoys FastCharge for quick charging and up to 8-hour music playback";"Music becomes more fun With color choices, all ready to wear";;;"Philips SA4CLP04KN SoundClip 4GB* MP3 player";2013-01-24;"574.71 EUR,128.57 USD"
17496482;mp3_players;mp3_players,audio_video_sales,philips;;;;;"<b>Superb quality sound</b>\n\nFullsound™ to bring your MP3 music to life\n\n<b>Complements your life</b>\n\n- Soft and smooth finish for easy comfort and handling\n- Full color display for intuitive and enjoyable navigation\n- Enjoy up to 15-hour music playback\n\n<b>Easy and intuitive</b>\n\n- Philips Songbird: one simple program to discover, play, sync\n- LikeMusic for playlists of songs that sound great together\n- Quick 6-minute charge for 60 minutes of play\n- Folder view to organize and view media files like on your PC\n\n<b>Philips Songbird: one simple program to discover, play, sync</b>\n\nOne simple, easy-to-use program that comes with your GoGear player, Philips Songbird lets you discover and play all your media, and sync it seamlessly with your Philips GoGear. Its intuitive and powerful music management features let you discover new artists and music styles directly in the program through music and media stores, services and websites. Play your own library and media from the internet and seamlessly sync all of it from your PC to your Philips GoGear.\n\n<b>LikeMusic for playlists of songs that sound great together</b>\n\nLikeMusic lets you experience more of the music that you like most – with just a click! No need to sort through your music library or wait for serendipity to strike. LikeMusic is a Philips patented algorithm that analyzes songs in your library to identify similar music characteristics. These characteristics help LikeMusic create smart playlists of songs that simply sound great together. Just click on a song that you like and hit the LikeMusic icon – a playlist will instantly appear. Give it a name and enjoy your new playlist – or rediscover songs – on your PC or your GoGear player.\n\n<b>Quick 6-minute charge for 60 minutes of play</b>\n\nSometimes, you just need your GoGEAR player to take you from home to office and back again or for a short run – but you forgot to charge it last night. Say goodbye to frustration and boring, silent journeys with Fast Charge. Philips’ smart and convenient solution lets you plug your GoGEAR to your PC or USB charger for just 6 minutes and in return, you get a whopping 60 minutes of audio playback! Fast Charge works by relying on much higher current levels to give your lithium-ion battery the power it needs to tide you over in a jiffy … and keep the music going.\n\n<b>Folder view to organize and view media files like on your PC</b>\n\nFolder view is an optional directory view of the GoGear player that lets you view all the files on your player as if it were a computer. Once you select Folder view, opening any supported file (i.e. music, pictures or videos) is as easy as selecting the file and hitting Play.\n\n<b>Fullsound™ to bring your MP3 music to life</b>\n\nPhilips' innovative FullSound technology faithfully restores sonic details to compressed MP3 music, dramatically enriching and enhancing it, so you can experience CD music without any distortion. Based on an audio post-processing algorithm, FullSound combines Philips' renowned expertise in music reproduction with the power of the latest generation Digital Signal Processor (DSP). The result is fuller bass with more depth and impact, boosted voice and instrument clarity, and rich detail. Rediscover your compressed MP3 music in true-to-life sound that will touch your soul and move your feet.\n\n<b>Enjoy up to 15-hour music playback</b>";"SA4RGA02KN/97 - 2GB, MP3, USB 2.0, 2.794 cm (1.1 "") ";;;"Philips SA4RGA02KN/97 MP3 player & recorder";2013-01-24;"795.06 EUR,153.17 USD"
17496498;mp3_players;mp3_players,audio_video_sales,philips;;;"<b>Avec un choix de couleurs, le tout prêt à porter</b>\nJive pour le baladeur GoGear Sounddot petite et colorée MP3. Il est livré avec un clip intégré\npour la fixation sur les vêtements et les indicateurs LED et sonore pour faciliter la navigation. transférer\nmusique via USB direct et jouit FastCharge pour un chargement rapide.\n\n<b>Compléments votre vie</b>\n- Petit, coloré et élégant comme un accessoire de mode\n- Built-in clip pour une utilisation pratique et mains libres\n- Indicateurs sonores et à DEL pour le chargement et la navigation facile\n- Profitez de jusqu'à 6 heures de lecture de musique\n\n<b>simple et intuitive</b>\n- Philips Songbird: un seul logiciel pour découvrir, lire, synchroniser\n- Rapide 6 minutes de charge pour 60 minutes de jeu.\n- USB direct pour des transferts de fichiers - sans câbles";"SA4DOT04WN/12 - 4GB, MP3, USB, 110mAh, 0.019kg";"<b>With color choices, all ready to wear</b>\nJive to the small and colorful GoGEAR Sounddot MP3 player. It comes with a built-in clip\nfor attachment to clothes and the LED and sound indicators for easy navigation. Transfer\nmusic via Direct USB and enjoys FastCharge for quick charging.\n\n<b>Complements your life</b>\n- Small, colorful and stylish like a fashion accessory\n- Built-in clip for convenient and hands-free use\n- Sound and LED indicators for charging and easy navigation\n- Enjoy up to 6 hours of music playback\n\n<b>Easy and intuitive</b>\n- Philips Songbird: one simple program to discover, play, sync\n- Quick 6-minute charge for 60 minutes of play\n- Direct USB for easy file transfers - without cables";"SA4DOT04WN/12 - 4GB, MP3, USB, 110mAh, 0.019kg";"<b>Mit Farbauswahl, alle bereit,</b>\nJive die kleinen und bunten GoGear Sounddot MP3-Player. Es kommt mit einem integrierten Befestigungs-Clip\nzur Befestigung an Kleidung und die LED und Ton Indikatoren für eine einfache Navigation. übertragen\nMusik via Direct USB und genießt FastCharge für eine schnelle Aufladung.\n\n<b>Bereichert Ihr Leben</b>\n- Kleine, bunte und stilvolle wie ein Modeaccessoire\n- Built-in Clip zur bequemen und Freisprech-Einsatz\n- Sound und LED-Anzeigen für das Aufladen und einfache Navigation\n- Genießen Sie bis zu 6 Stunden Musikwiedergabe\n\n<b>Einfache und intuitive</b>\n- Philips Songbird: ein einfaches Programm zum Entdecken, Spielen, synchronisieren\n- Quick 6-Minuten-Gebühr für 60 Minuten Spielzeit\n- USB für einfache Dateiübertragungen - ohne Kabel";"SA4DOT04WN/12 - 4GB, MP3, USB, 110mAh, 0.019kg";"Philips SA4DOT04WN";2013-01-24;"200.17 USD"
17496503;mp3_players;mp3_players,audio_video_sales,philips;;;;;"<b>Superb quality sound</b>\n\nFullsound™ to bring your MP3 music to life\n\n<b>Complements your life</b>\n\n- Soft and smooth finish for easy comfort and handling\n- Full color display for intuitive and enjoyable navigation\n- Enjoy up to 15-hour music playback\n- FM radio with 30 presets for more music options\n\n<b>Easy and intuitive</b>\n\n- Philips Songbird: one simple program to discover, play, sync\n- LikeMusic for playlists of songs that sound great together\n- Quick 6-minute charge for 60 minutes of play\n- Folder view to organize and view media files like on your PC\n\n<b>Fullsound™ to bring your MP3 music to life</b>\n\nPhilips' innovative FullSound technology faithfully restores sonic details to compressed MP3 music, dramatically enriching and enhancing it, so you can experience CD music without any distortion. Based on an audio post-processing algorithm, FullSound combines Philips' renowned expertise in music reproduction with the power of the latest generation Digital Signal Processor (DSP). The result is fuller bass with more depth and impact, boosted voice and instrument clarity, and rich detail. Rediscover your compressed MP3 music in true-to-life sound that will touch your soul and move your feet.\n\n<b>FM radio with 30 presets for more music options</b>\n\nDigital FM radio offers you additional music options to your music collection on your GoGear. Simply tune into the station that you want to preset, press and hold the preset button to memorize the frequency. You can preset up to 30 radio stations and enjoy your favorite programs whenever you go.\n\n<b>Philips Songbird: one simple program to discover, play, sync</b>\n\nOne simple, easy-to-use program that comes with your GoGear player, Philips Songbird lets you discover and play all your media, and sync it seamlessly with your Philips GoGear. Its intuitive and powerful music management features let you discover new artists and music styles directly in the program through music and media stores, services and websites. Play your own library and media from the internet and seamlessly sync all of it from your PC to your Philips GoGear.\n\n<b>LikeMusic for playlists of songs that sound great together</b>\n\nLikeMusic lets you experience more of the music that you like most – with just a click! No need to sort through your music library or wait for serendipity to strike. LikeMusic is a Philips patented algorithm that analyzes songs in your library to identify similar music characteristics. These characteristics help LikeMusic create smart playlists of songs that simply sound great together. Just click on a song that you like and hit the LikeMusic icon – a playlist will instantly appear. Give it a name and enjoy your new playlist – or rediscover songs – on your PC or your GoGear player.\n\n<b>Quick 6-minute charge for 60 minutes of play</b>\n\nSometimes, you just need your GoGEAR player to take you from home to office and back again or for a short run – but you forgot to charge it last night. Say goodbye to frustration and boring, silent journeys with Fast Charge. Philips’ smart and convenient solution lets you plug your GoGEAR to your PC or USB charger for just 6 minutes and in return, you get a whopping 60 minutes of audio playback! Fast Charge works by relying on much higher current levels to give your lithium-ion battery the power it needs to tide you over in a jiffy … and keep the music going.\n\n<b>Folder view to organize and view media files like on your PC</b>\n\nFolder view is an optional directory view of the GoGear player that lets you view all the files on your player as if it were a computer. Once you select Folder view, opening any supported file (i.e. music, pictures or videos) is as easy as selecting the file and hitting Play.\n\n<b>Enjoy up to 15-hour music playback</b>";"SA4RGA02RF/97 - 2GB, FM, USB 2.0, 2.794 cm (1.1 "") ";;;"Philips SA4RGA02RF/97 MP3 player & recorder";2013-01-24;"602 USD"
17496526;mp3_players;mp3_players,audio_video_sales,philips;;;;;"The GoGEAR Tap 4.3"" MP3 video player puts vividly clear videos into your hands. Enjoy videos in popular formats like RMVB, MPEG4 & AVI, in HD quality. Enhance your entertainment pleasure with a 4.3"" touchscreen, built-in speaker & kickstand";"Superior sound experience with FullSound & HD video playback";;;"Philips SA4TP404KF Tap 4.3 MP3 video player";2013-01-24;"996.34 USD"
17496528;mp3_players;mp3_players,audio_video_sales,philips;;;;;"Jive to the small and colorful GoGEAR SoundClip MP3 player. It comes with a built-in clip for attachment to clothes. Enjoys FastCharge for quick charging and up to 8-hour music playback";"Music becomes more fun With color choices, all ready to wear";;;"Philips SA4CLP04AN SoundClip 4GB* MP3 player";2013-01-24;"113.7 EUR,3.14 USD"
