sku;family;categories;maximum_print_size;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
1002380;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;a4-210-x-297-mm-;;;;;"The Lexmark C760n offering 4800 ColorQuality printing at up to 25 ppm in colour or black is excellent for office workgroups. \n- Up to 25 ppm in 4800 Color Quality mode and less than 15 seconds time to first colour page. \n- True 1200 x 1200 dpi for best colour images and 4800 ColorQuality mode for business graphics.\n- 70,000 page per month maximum duty cycle - an idication of the robust nature of colour printing with the Lexmark C760n.\n- Color Care Technology with ColorSaver™, 3 levels of colour and monochrome Toner Saver, Black Only Driver, Black and White Lock, Color Print Permissions and Proof then Print. \n- Easy to replace single-element 3,000-page starter print cartridges for each colour.\n- 10/100BaseTX Ethernet-ready.";"Lexmark C760n kleuren laserprinter \ A4 \ 23 ppm kleur \ 23 ppm zwart-wit \ 1200X1200 dpi \ 512 MB \ 500+100 vel papier invoer \ parallel USB 2.0 Ethernet \ 1 jaar on-site garantie";;;"Lexmark C760n";2007-08-09;images/1002380-5245.jpg;"933.58 EUR,953.08 USD"
10058031;laser_led_printers;laser_led_printers,print_scan_sales,xerox;legal-216-x-356-mm-;"10.7 KILOGRAM";;;;"<b>Vibrant colour and efﬁ ciency in a compact design</b>\n<b>Competitive Edge - Phaser 6000</b>\n- The Phaser 6000 colour printer is faster than other printers in its class;\n- A smaller footprint means you can locate the Phaser 6000 where it’s most convenient;\n- Proven Hi-Q LED print engine consumes low energy and space and produces low noise.\n\n<b>Print Quality Features - Phaser 6000</b>\n- Hi-Q LED print engine uses the same breakthrough technology found in some of our higher-end graphic arts devices;\n- A print resolution of 1200 x 2400 dpi delivers an amazing 16 shades of colour per pixel. That means a wider colour range for more impressive business graphics;\n- Unique Xerox EA Eco toner technology gives you crisp text and printed images with superior detail and clarity. It’s the same high-quality toner used in our professional graphic-arts colour devices.\n\n<b>Reliability and Ease-of-use Features - Phaser 6000</b>\n- Print on everything from labels to cardstock to envelopes;\n- Outstanding reliability is backed by Xerox with a one-year on-site warranty;\n- Easy installation and pre-loaded toner cartridges make this printer virtually plug-and-play.\n\n<b>Productivity Features - Phaser 6000</b>\n- The value-packed Phaser 6000 colour printer means business for your desktop, providing real-world print productivity and a host of built-in features;\n- Superior performance gets your jobs out quickly, with print speeds as fast as 10 ppm for colour and 12 ppm for black-and-white;\n- A 192 MHz processor and 64 MB standard memory handle your daily workload — even pages with graphics, photos and charts.\n\n<b>Software Solutions - Phaser 6000</b>\nDigitize . . . Organize . . . Distribute . . . Collaborate.\nWith digital documents, you can easily create, search, re-use, and build upon your documents. Maximize your hardware investments with innovative software solutions from Xerox and Xerox Business Partners:\n- Contain costs;\n- Share knowledge;\n- Accelerate workflow;\n- Integrate paper and electronic documents;\n- Manage and distribute documents effectively.";"Phaser 6000B, Hi-Q LED, 10 ppm/12ppm, 1200x2400 dpi, A4, 150sh, USB 2.0, 10.8kg, 165W, White/Blue";;;"Xerox Phaser 6000B";2011-08-01;images/10058031-9207.jpg;"946.05 EUR"
10066064;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;"66 KILOGRAM";;;;"<b>Give your entire offi ce professional-level colour.</b>\nNow there’s a network-ready printer that’s robust enough to handle short-run professional-quality print jobs, yet easy enough to fi t right into your busy offi ce. Inspired colour control features and printer management tools simplify printing and give you the power to do more than ever before.\n\n<b>On-demand productivity</b>\nSave big when you bring your workgroup’s diverse and high-volume colour printing in house. The Phaser 7500 sports plenty of features that make it a perfect fi t for the offi ce on-demand print environment.\n\n- Fast 35 ppm colour printing. That means 100 copies of your 20-page colour report will print during your lunch hour. The high-speed 1 GHz processor ensures that both long print runs and complex jobs with graphics, photos or charts process rapidly.\n\n- Networked to share. Gigabit Ethernet is standard, and everyone, regardless of environment – Microsoft Windows®, Apple Macintosh® and Linux – can tap into the power of the Phaser 7500.\n\n- Increase accountability and reduce costs. Use accounting features to track and analyse both colour and black-only printing, and to accurately charge back billing for individuals or departments.\n\n- Convenient and resourceful. Sized to fit your workgroup’s space and printing needs, it’s available as a low-profi le desktop printer, or it can be confi gured into a highly productive fl oor-standing model with three additional 500-sheet trays that can load paper sizes up to SRA3.\n\n- Bring more types of jobs in house. Produce professional-looking brochures, newsletters and reports with features such as automatic two-sided printing, booklet printing and collation. Print on an array of media, including labels, card stock and banner sheets up to a size of 1200 mm.\n\n<b>Quality colour you can count on</b>\nProduce brilliant, accurate colour right “out of the box.” The Phaser 7500 printer delivers the tools to make you look like a colour expert.\n\n- 1200 x 1200 dpi resolution. Makes for sharp, detailed prints.\n\n- A powerful colour technology. Use it to select a wide range of automatic presets. Get creative and use it to fi ne tune colour and get special effects without changing your file. It also uses the tools of the pros: True Adobe® PostScript® 3™ ensures that visually rich documents print reliably and fast.\n\n- Xerox EA toner. Produces the smallest toner particles in the market – for fi ner lines, higher contrast and sharper quality. EA toner also requires less energy to manufacture and reduces the amount of toner needed for printing each page.\n\n- Expert-level tools are built in. Includes the Black Trapping feature, which keeps text sharp and readable whether printed in black on coloured backgrounds or in colour on black backgrounds.";"7500VDN - Black/Colour, 35/35 ppm, 1200x1200dpi, Gigabit Ethernet, USB 2.0, PCL5c, Adobe PS3, 66000g, White";;;"Xerox 7500VDN";2011-08-02;images/10066064-6217.jpg;"856.7 EUR"
10066065;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;"66 KILOGRAM";;;;"<b>Give your entire offi ce professional-level colour.</b>\nNow there’s a network-ready printer that’s robust enough to handle short-run professional-quality print jobs, yet easy enough to fi t right into your busy offi ce. Inspired colour control features and printer management tools simplify printing and give you the power to do more than ever before. \n\n<b>On-demand productivity</b>\nSave big when you bring your workgroup’s diverse and high-volume colour printing in house. The Phaser 7500 sports plenty of features that make it a perfect fi t for the offi ce on-demand print environment.\n\n- Fast 35 ppm colour printing. That means 100 copies of your 20-page colour report will print during your lunch hour. The high-speed 1 GHz processor ensures that both long print runs and complex jobs with graphics, photos or charts process rapidly.\n\n- Networked to share. Gigabit Ethernet is standard, and everyone, regardless of environment – Microsoft Windows®, Apple Macintosh® and Linux – can tap into the power of the Phaser 7500.\n\n- Increase accountability and reduce costs. Use accounting features to track and analyse both colour and black-only printing, and to accurately charge back billing for individuals or departments.\n\n- Convenient and resourceful. Sized to fit your workgroup’s space and printing needs, it’s available as a low-profi le desktop printer, or it can be confi gured into a highly productive fl oor-standing model with three additional 500-sheet trays that can load paper sizes up to SRA3.\n\n- Bring more types of jobs in house. Produce professional-looking brochures, newsletters and reports with features such as automatic two-sided printing, booklet printing and collation. Print on an array of media, including labels, card stock and banner sheets up to a size of 1200 mm.\n\n<b>Quality colour you can count on</b>\nProduce brilliant, accurate colour right “out of the box.” The Phaser 7500 printer delivers the tools to make you look like a colour expert. \n\n- 1200 x 1200 dpi resolution. Makes for sharp, detailed prints.\n\n- A powerful colour technology. Use it to select a wide range of automatic presets. Get creative and use it to fi ne tune colour and get special effects without changing your file. It also uses the tools of the pros: True Adobe® PostScript® 3™ ensures that visually rich documents print reliably and fast.\n\n- Xerox EA toner. Produces the smallest toner particles in the market – for fi ner lines, higher contrast and sharper quality. EA toner also requires less energy to manufacture and reduces the amount of toner needed for printing each page.\n\n- Expert-level tools are built in. Includes the Black Trapping feature, which keeps text sharp and readable whether printed in black on coloured backgrounds or in colour on black backgrounds.";"7500VDNM - Black/Colour, 35/35 ppm, 1200x1200dpi, Gigabit Ethernet, USB 2.0, PCL5c, Adobe PS3, 66000g, White";;;"Xerox 7500VDNM";2011-08-02;images/10066065-9315.jpg;"351.03 EUR,550.25 USD"
101546;laser_led_printers;laser_led_printers,print_scan_sales,lexmark;;"47.7 KILOGRAM";;;;"The Lexmark C752 series delivers speeds of 20 pages per minute in color and monochrome for complex print jobs. Lexmark high-speed technology will eliminate bottlenecks and waiting for print jobs at the printer. This fast delivery enables your workgroup to be more efficient which saves you money. The 2400 Image Quality produces high print quality while using less memory for faster processing. Sharp business graphics and professional looking documents can now be delivered fast when you're in a hurry.\nThe Lexmark C752 offers 2400 Image Quality printing at up to 20 ppm in color or black and is excellent for the medium to large workgroup. \n\nUp to 20 ppm, and less than 17.5 seconds time to first color page \n\nTrue 1200 x 1200 dpi and 2400 Image Quality for best color images and business graphics\n\n85,000 page per month maximum duty cycle for short-run custom production printing \n\nColor Care Technology with ColorSaver™, 3 levels of color and monochrome toner saver, Mono Only Driver, Black and White Lock and Proof then Print \n\nEasy-to-replace high yield, single-element print cartridges for each color \n\nSWOP and EuroScale simulation color tables with Pantone Calibration for accurate color pre-press layouts \n\nEthernet Network-Ready";"C752n/DE 128MB 19ppm 1200dpi A4+ FREE X5150";;;"Lexmark C752n + X5150";2005-07-15;images/101546-5518.jpg;"812.07 EUR,658.37 USD"
101996;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"The HL-5050 is a 16ppm personal laser printer with a high quality 2400 x 600 dpi print resolution combined with a standard memory of 16MB expandable up to 144MB. \n\nThe HL-5050 also is compatibility with an impressive range of computing environments, including Apple Mac and Linux, ensures an all-round quality performance. \n\nCombine all of this with the extensive range of user-friendly features included on the HL-5050, and it's easy to see how this printer consistently out-performs its competitors. \n\nThe HL-5050 printer is quick and easy to install and includes the benefit of comprehensive, state-of-the-art technical support with Windows interactive animations, giving a step-by-step guide to your new printer. \n\nPlus, for additional peace of mind, you can enjoy direct access to the Brother Solutions Centre website.";"HL-5050 Monochroom 16ppm 2400dpi PCL6 A4 NL 16mb";;;"Brother HL-5050";2005-07-15;images/15743_101996-3062.jpg;"846.03 EUR"
101998;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"For business quality printing, whether you're at home or in the office - let Brother introduce you to the HL-5030.\n\nQuick and easy to install, the HL-5030 printer has state-of-the-art interactive animations to help you get the most from this machine. And that 'most' includes an impressive 4MB of memory, up to 16ppm print speed, 250 sheet paper capacity and software that automatically prints out your emails.\n\nIt also comes with optimised drivers for use with Windows and Mac (for use with Windows based applications only).\n Print speed up to 16ppm\n 600 x 600dpi resolution\n 250 sheet universal paper cassette \n 4MB standard memory \n USB 2.0 as standard  \n GDI printer driver for Windows® 98/Me/2000/ XP  \n GDI printer driver for Mac™ OS 8.6-9.2, OSX 10.1 or later  \n Easy replacement, long life supplies \n Energy Star Compliant";"Laser printer: HL-5030 Monochroom 16ppm 600dpi Wingdi A4 NL 4mb";;;"Brother HL-5030";2005-07-15;images/101998-9332.jpg;"17.16 EUR,85.94 USD"
102000;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"If your office needs a network printer that's big on features but compact in size, the Brother HL-5070N provides the perfect solution.\n\nIt comes with 10/100Base TX Ethernet connectivity as standard, so adding it to your network is not a problem. It features a print resolution of up to 2400 x 600 dpi, can output up to 16 pages per minute, and the software has been optimised to make it compatible with a wide range of computing environments. \n\nCombine all these easy-to-use features together, and it's simple to understand why the HL-5070N is the big printer for the small office.\n\nAlso available is the LT-5000 lower paper tray (sold separately) which is ideal for busier offices, or users that have to print on to different paper stocks.\n Print speed up to 16ppm \n 2400 x 600dpi (HQ 1200) resolution \n 250 sheet universal paper cassette, 50 sheet multi-purpose tray \n Optional 250 sheet lower tray \n 16MB standard memory, expandable up to 144MB\n USB 2.0 and Parallel ports as standard \n 10BaseT and 10/100BaseTX Ethernet connectivity \n PCL Printer Driver for Windows® 95/98/Me/NT 4.0/2000/ XP \n Mac™ OS 8.6-9.2, OSX 10.1 or later \n DOS & Linux compatible \n Easy replacement, long life supplies\n Energy Star Compliant";"Laser Printers: HL-5070N Monochroom 16ppm 2400dpi PCL6 A4 NL 16 mb + extra lade";;;"Brother HL-5070N";2005-07-15;images/102000-7782.jpg;"613.4 EUR,311.2 USD"
102002;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"If your office needs a network printer that's big on features but compact in size, the Brother HL-5070N provides the perfect solution.\n\nIt comes with 10/100Base TX Ethernet connectivity as standard, so adding it to your network is not a problem. It features a print resolution of up to 2400 x 600 dpi, can output up to 16 pages per minute, and the software has been optimised to make it compatible with a wide range of computing environments. \n\nCombine all these easy-to-use features together, and it's simple to understand why the HL-5070N is the big printer for the small office.\n\nAlso available is the LT-5000 lower paper tray (sold separately) which is ideal for busier offices, or users that have to print on to different paper stocks.\n Print speed up to 16ppm \n 2400 x 600dpi (HQ 1200) resolution \n 250 sheet universal paper cassette, 50 sheet multi-purpose tray \n Optional 250 sheet lower tray \n 16MB standard memory, expandable up to 144MB\n USB 2.0 and Parallel ports as standard \n 10BaseT and 10/100BaseTX Ethernet connectivity \n PCL Printer Driver for Windows® 95/98/Me/NT 4.0/2000/ XP \n Mac™ OS 8.6-9.2, OSX 10.1 or later \n DOS & Linux compatible \n Easy replacement, long life supplies\n Energy Star Compliant";"Laser Printers: HL-5070NLT Monochroom16ppm 2400dpi PCL6 A4 NL 16 mb + 2 extra lades";;;"Brother HL-5070N";2005-07-15;images/102002-7953.jpg;"50.8 USD"
102003;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"The HL-1870N is a new addition to Brother's award winning range of laser printers. The HL-1870N printer delivers the perfect balance of quality and durability and is the ideal printing solution for stand alone professionals and small workgroups alike. BUILT-IN DOUBLE-SIDED PRINTING, 3-colour LCD status indicator and fast network connectivity are just a few of this printers extensive list of features.\nUp to 18 pages per minute monochrome printing \nUp to 4.25 sheets per minute duplex printing \nUp to 2400 x 600 dpi Printing \nNetwork ready - 10/100BaseTX with Network Web Based Management \nPCL6 and (BR-Script3) PostScript Level 3 Language Emulations \n3 colour back-lit LCD display Control Panel featuring; Reprint, Secure Print and Booklet Print \n32 MB * standard memory expandable to 144 MB \nEasy to Install Software with Interactive Help (24 hours a day) and Brother Solutions Web Based Site \n100 sheet Multi-purpose Tray for flexible paper handling \nOptional paper tray, offering a total paper capacity 500 \nPC and Mac compatibility \nEasy to Replace Long Life Supplies";"Laser Printers: HL-1870N Monochroom 18ppm 1200dpi Posts A4 NL 32 mb + duplex";;;"Brother HL-1870N";2005-07-15;images/102003-4051.jpg;"80.95 EUR,542.82 USD"
102004;laser_led_printers;laser_led_printers,print_scan_sales,brother;a4-210-x-297-mm-;;;;;"The HL-1870N is a new addition to Brother's award winning range of laser printers. The HL-1870N printer delivers the perfect balance of quality and durability and is the ideal printing solution for stand alone professionals and small workgroups alike. BUILT-IN DOUBLE-SIDED PRINTING, 3-colour LCD status indicator and fast network connectivity are just a few of this printers extensive list of features.\nUp to 18 pages per minute monochrome printing \nUp to 4.25 sheets per minute duplex printing \nUp to 2400 x 600 dpi Printing \nNetwork ready - 10/100BaseTX with Network Web Based Management \nPCL6 and (BR-Script3) PostScript Level 3 Language Emulations \n3 colour back-lit LCD display Control Panel featuring; Reprint, Secure Print and Booklet Print \n32 MB * standard memory expandable to 144 MB \nEasy to Install Software with Interactive Help (24 hours a day) and Brother Solutions Web Based Site \n100 sheet Multi-purpose Tray for flexible paper handling \nOptional paper tray, offering a total paper capacity 500 \nPC and Mac compatibility \nEasy to Replace Long Life Supplies";"Laser Printers: HL-1870NLT Monochroom18ppm 1200dpi Posts A4 NL 32 mb + duplex + extra lade";;;"Brother HL-1870NLT";2005-07-15;images/102004-8099.jpg;"991.75 EUR,882.7 USD"
102446;laser_led_printers;laser_led_printers,print_scan_sales,oki;a4-210-x-297-mm-;;;;;"Keep business flowing smoothly with this supremely productive A4 mono printer. Perfect for very small workgroups and personal desktop applications, it produces an impressive 22 ppm with 16MB memory upgradeable to 272MB. Options include network capability, second input tray and multi-purpose feeder for different paper stock, making it a highly flexible and affordable printer for a multitude of printing tasks.\nMono printing is the engine room of a smooth running business, the unsung hero with its head down powering through the workload. \nBusiness demands that we excel in all areas because they all impact together on the productivity of a business. As business specialists, Oki understands this and ensures our printers work the way good businesses work. Synergistically and therefore productively. \nOki mono printers are built to perform with all class-leading attributes working together. They also work efficiently across all other areas that affect productivity. For example, what’s the point of a printer offering more pages per minute if you’re hanging around waiting for a slow processor or having to stop because its small memory keeps on becoming full? Likewise, greater memory and faster processing speed are of little use if you’re constantly refilling a paper tray with limited capacity. \nThe B4250 is perfect for smaller workgroups and personal desktop applications, it produces an impressive 22 ppm with 16MB standard memory upgradeable to 272MB. Options include network capability, second input tray and multi-purpose feeder for different paper stock and less user intervention making it a highly flexible and affordable printer for a multitude of printing tasks. \nIt’s another way of thinking in mono printing.\n•  22 pages per minute print speed  \n•  Less than 6.2 seconds time to first page for instant customer printing  \n•  Low cost consumables reducing the cost of ownership  \n•  Oki Reliability for years of trouble free service.  \n•  Compatible with all Major Operating Systems  \n•  Ideal for Personal desktop or customer facing applications where space is at a premium  \n•  Flexible upgrade options to expand with your business";"OKI B4250n network laserprinter 16MB 22ppm 600x1200dpi A4";;;"OKI B4250n NON 16MB 22ppm 600x1200dpi A4";2005-06-27;;"233.73 USD"
